company,current_price,liquidity,ev,sector,segment,profit_last_year,profit_2y,profit_3y,profit_4y,profit_5y,ebit,payout (%),divida_EBITDA,divida_EBITDA_1y,divida_EBITDA_2y,divida_EBITDA_3y,divida_EBITDA_4y,divida_EBITDA_5y,roe (%),roe_1y (%),roe_2y (%),roe_3y (%),roe_4y (%),roe_5y (%),roic (%),vpa,lpa,pl,pl_1y,pl_2y,pl_3y,pl_4y,pl_5y,ev_ebit,cagr (%),cagr_1y (%),cagr_2y (%),cagr_3y (%),cagr_4y (%),cagr_5y (%),pvp,pvp_1y,pvp_2y,pvp_3y,pvp_4y,pvp_5y,dy (%)
MARFRIG - MRFG3,23.92,132841000,63857067000,Consumo não Cíclico,Carnes e Derivados, 3880870000, -3621245000, 2762978000,-999999,-999999,6334245000,86.19,3.18,3.29,4.26,3.09,-999999,-999999,100.15,98.98,-19.89,74.89,-999999,-999999,5.54,3.28,3.29,7.28,5.23,-5.48,1.79,-999999,-999999,10.08,-1.80,19.66,-999999,-999999,-999999,-999999,7.29,5.17,1.09,1.34,-999999,-999999,11.65
SANTOS BRASIL - STBP3,13.78,52057000,14153687000,Bens Industriais,Serviços de Apoio e Armazenagem, 741966000, 504303000, 429456000,-999999,-999999,1375940000,283.44,1.37,1.36,0.06,-0.35,-999999,-999999,130.43,112.19,22.75,20.52,-999999,-999999,32.20,0.70,0.92,15.02,15.29,16.06,15.72,-999999,-999999,10.29,-999999,117.13,179.08,269.68,-999999,-999999,19.59,17.16,3.65,3.22,-999999,-999999,5.45
TUPY - TUPY3,18.09,6660000,5152800000,Bens Industriais,Material Rodoviário, 82440000, 517013000, 502220000,-999999,-999999,480151000,-589.79,2.91,2.53,1.84,1.77,-999999,-999999,-1.29,2.28,15.29,16.76,-999999,-999999,4.09,22.99,-0.30,-60.97,43.34,8.25,7.70,-999999,-999999,10.73,-999999,-21.63,13.73,26.77,-999999,-999999,0.79,0.99,1.26,1.29,-999999,-999999,7.32
CASAS BAHIA - BHIA3,3.16,18117000,8840474000,Consumo Cíclico,Eletrodomésticos, -1045000000, -2625000000, -342000000,-999999,-999999,813000000,0.00,4.55,4.45,-290.27,3.29,-999999,-999999,-57.06,-42.19,-76.00,-6.47,-999999,-999999,1.65,21.97,-12.54,-0.25,-0.26,-0.41,-16.68,-999999,-999999,10.87,-999999,-999999,-999999,-999999,-999999,-999999,0.14,0.11,0.31,1.08,-999999,-999999,0.00
COPEL - CPLE6,12.63,120737000,49352240000,Utilidade Pública,Energia Elétrica, 2799370000, 2327168000, 1149320000,-999999,-999999,4410691000,100.95,2.17,2.37,1.84,2.32,-999999,-999999,11.20,10.94,9.46,5.34,-999999,-999999,8.38,8.81,0.99,12.80,9.71,13.68,21.22,-999999,-999999,11.19,-5.60,6.30,10.11,0.55,-999999,-999999,1.43,1.06,1.29,1.13,-999999,-999999,6.52
M. DIAS BRANCO - MDIA3,23.73,7173000,8064922000,Consumo não Cíclico,Alimentos Diversos, 645948000, 888654000, 481840000,-999999,-999999,703243000,35.10,0.02,0.18,-0.07,1.74,-999999,-999999,7.04,8.08,11.69,7.18,-999999,-999999,5.46,23.47,1.65,14.35,10.52,14.74,25.21,-999999,-999999,11.47,-6.01,2.90,4.20,-10.61,-999999,-999999,1.01,0.85,1.72,1.81,-999999,-999999,2.39
KLABIN - KLBN11,17.73,78244000,51834430000,Materiais Básicos,Papel e Celulose, 2046945000, 2847388000, 4688903000,-999999,-999999,4421875000,80.18,4.55,4.86,3.43,2.62,-999999,-999999,20.94,27.53,23.26,49.08,-999999,-999999,9.02,6.98,1.46,12.13,15.66,9.27,4.78,-999999,-999999,11.72,-999999,23.43,72.42,54.53,-999999,-999999,2.54,4.31,2.15,2.35,-999999,-999999,6.67
DIMED - PNVL3,9.40,4375000,2431818000,Saúde,Medicamentos e Outros Produtos, 105509000, 92905000, 86341000,-999999,-999999,198316000,41.02,2.46,2.52,2.12,2.22,-999999,-999999,7.82,8.55,7.92,7.79,-999999,-999999,7.41,8.28,0.65,14.51,12.54,21.62,17.66,-999999,-999999,12.26,11.65,6.57,4.38,7.62,-999999,-999999,1.13,1.07,1.71,1.38,-999999,-999999,3.83
VIVO - TELEFÔNICA BRASIL - VIVT3,30.70,171995000,112495408000,Telecomunicações,Telecomunicações, 5557687000, 5039977000, 4057910000,-999999,-999999,8758292000,86.32,0.53,0.61,0.67,0.88,-999999,-999999,8.38,7.95,7.23,5.97,-999999,-999999,9.21,20.89,1.75,17.53,13.75,17.33,15.31,-999999,-999999,12.84,3.69,2.13,-10.81,-2.51,-999999,-999999,1.47,1.09,1.25,0.91,-999999,-999999,3.77
RAIA DROGASIL - RADL3,15.13,186192000,28695272000,Saúde,Medicamentos e Outros Produtos, 1211373000, 1087312000, 1014975000,-999999,-999999,2226322000,51.07,0.70,0.66,0.72,0.56,-999999,-999999,18.13,18.65,17.71,18.65,-999999,-999999,21.43,3.78,0.68,22.10,31.50,47.88,39.34,-999999,-999999,12.89,18.93,8.88,16.38,14.64,-999999,-999999,4.01,5.87,8.48,7.34,-999999,-999999,2.59
LOJAS RENNER - LREN3,19.38,173855000,19327722000,Consumo Cíclico,"Tecidos, Vestuário e Calçados", 1196668000, 976259000, 1291703000,-999999,-999999,1456139000,54.35,-0.45,-0.73,-0.59,-0.45,-999999,-999999,12.45,11.11,9.72,12.80,-999999,-999999,11.89,9.69,1.21,16.06,10.73,17.19,15.27,-999999,-999999,13.27,3.12,1.72,-0.88,12.01,-999999,-999999,2.00,1.19,1.67,1.96,-999999,-999999,3.62
LOCALIZA - RENT3,43.51,315310000,81734185000,Consumo Cíclico,Aluguel de carros, 1813310000, 1803090000, 1841200000,-999999,-999999,6018234000,93.37,2.81,2.80,2.88,4.20,-999999,-999999,7.28,6.89,7.11,8.97,-999999,-999999,8.59,24.42,1.78,24.49,19.22,38.13,31.23,-999999,-999999,13.58,12.90,16.81,22.29,29.49,-999999,-999999,1.78,1.32,2.71,2.80,-999999,-999999,3.93
CVC - CVCB3,2.41,29623000,1430147000,Consumo Cíclico,Viagens e Turismo, -103341000, -456880000, -433450000,-999999,-999999,102801000,0.00,0.50,0.10,2.02,0.49,-999999,-999999,-14.72,-19.44,-75.15,-136.96,-999999,-999999,7.37,0.99,-0.15,-16.58,-7.02,-4.03,-5.44,-999999,-999999,13.91,-999999,-999999,-999999,-999999,-999999,-999999,2.44,1.36,3.03,7.46,-999999,-999999,0.00
EMBRAER - EMBR3,73.37,260225000,57457661000,Bens Industriais,Material Aeronáutico e de Defesa, 1923831000, 784315000, -1047230000,-999999,-999999,4087047000,2.35,0.57,0.35,1.38,7.81,-999999,-999999,12.07,10.08,5.81,-7.12,-999999,-999999,12.03,24.73,2.98,24.58,21.68,21.16,-11.11,-999999,-999999,14.06,-999999,-999999,-999999,-999999,-999999,-999999,2.97,2.18,1.23,0.79,-999999,-999999,0.36
ENEVA - ENEV3,14.06,100287000,36717055000,Utilidade Pública,Energia Elétrica, 549472000, 303432000, 375782000,-999999,-999999,2444515000,0.00,3.33,3.47,3.99,8.09,-999999,-999999,2.55,0.22,1.90,2.75,-999999,-999999,2.16,12.08,0.31,45.72,397.18,91.66,50.31,-999999,-999999,15.02,-1.12,-1.71,-19.33,31.97,-999999,-999999,1.16,0.88,1.75,1.38,-999999,-999999,0.00
SERENA ENERGIA S.A. - SRNA3,11.61,77499000,17965669000,Utilidade Pública,Energia Elétrica, 297423000, 62166000, -8030000,-999999,-999999,1175471000,0.00,5.45,4.63,6.40,7.01,-999999,-999999,0.11,5.27,1.21,-0.21,-999999,-999999,5.74,8.74,0.01,1240.33,11.53,101.20,-542.49,-999999,-999999,15.28,-34.81,55.58,4.44,-999999,-999999,-999999,1.33,0.61,1.22,1.16,-999999,-999999,0.00
FRAS-LE - FRAS3,27.04,7511000,9316308000,Bens Industriais,Material Rodoviário, 374703000, 388731000, 203339000,-999999,-999999,594997000,42.71,2.57,0.37,-0.27,-0.32,-999999,-999999,15.38,16.57,20.53,11.61,-999999,-999999,9.49,7.89,1.21,22.27,15.05,12.16,12.67,-999999,-999999,15.66,13.01,62.77,34.43,25.95,-999999,-999999,3.43,2.49,2.50,1.47,-999999,-999999,1.92
EVEN - EVEN3,7.38,4706000,1721707000,Consumo Cíclico,Incorporações, 162298000, 341294000, 195032000,-999999,-999999,104343000,257.45,2.29,3.10,1.30,-1.41,-999999,-999999,1.65,2.34,11.10,5.46,-999999,-999999,2.12,9.43,0.16,47.50,25.46,7.59,8.78,-999999,-999999,16.50,20.39,2.60,-999999,-999999,-999999,-999999,0.78,0.60,0.84,0.48,-999999,-999999,5.55
AZZAS 2154 - AZZA3,40.57,100231000,10513857000,Consumo Cíclico,"Tecidos, Vestuário e Calçados", 545527000, 398673000, 422540000,-999999,-999999,552524000,59.62,1.99,2.35,0.42,-0.10,-999999,-999999,4.95,4.44,13.73,16.00,-999999,-999999,2.66,37.80,1.87,21.68,17.87,33.36,38.05,-999999,-999999,19.03,51.27,15.86,22.82,22.29,-999999,-999999,1.07,0.79,4.58,6.09,-999999,-999999,2.89
WEG - WEGE3,41.40,234788000,171346575000,Bens Industriais,"Motores, Compressores e Outros", 6318763000, 5867615000, 4272870000,-999999,-999999,8030568000,50.99,-0.27,-0.52,-0.60,-0.27,-999999,-999999,29.42,27.21,33.05,28.37,-999999,-999999,26.08,5.07,1.49,27.76,36.66,27.03,38.41,-999999,-999999,21.34,22.39,31.09,34.28,30.22,-999999,-999999,8.17,9.98,8.93,10.90,-999999,-999999,2.11
RUMO - RAIL3,17.83,188004000,46188769000,Bens Industriais,Transporte Ferroviário, -949243000, 721912000, 514020000,-999999,-999999,2116334000,0.00,2.80,2.46,2.08,1.87,-999999,-999999,-9.78,-6.51,4.59,3.34,-999999,-999999,4.83,7.87,-0.77,-23.16,-34.50,59.13,67.04,-999999,-999999,21.82,-999999,-999999,21.47,-999999,-999999,-999999,2.27,2.25,2.72,2.24,-999999,-999999,4.65
HYPERA - HYPE3,27.90,76562000,25227130000,Saúde,Medicamentos e Outros Produtos, 1330875000, 1650550000, 1698401000,-999999,-999999,1014507000,72.33,5.79,3.64,2.67,2.57,-999999,-999999,6.89,11.09,14.32,15.94,-999999,-999999,1.88,18.53,1.28,21.85,8.54,13.74,16.87,-999999,-999999,24.87,-9.17,2.71,7.88,11.15,-999999,-999999,1.51,0.95,1.97,2.69,-999999,-999999,3.17
HAPVIDA - HAPV3,38.00,180411000,22766234000,Saúde,"Serviços Médicos, Hospitalares, Análises e Diagnósticos", -637112000, -740046000, -775870000,-999999,-999999,913043000,0.00,1.55,1.79,1.74,3.90,-999999,-999999,-1.08,-1.30,-1.51,-1.65,-999999,-999999,1.06,97.22,-1.05,-36.14,-26.64,-45.40,-47.49,-999999,-999999,24.93,-999999,-999999,-999999,-999999,-999999,-999999,0.39,0.35,0.68,0.79,-999999,-999999,0.00
TOTVS - TOTS3,41.84,110595000,24765240000,Tecnologia da Informação,Programas e Serviços, 735443000, 764435000, 523305000,-999999,-999999,941306000,45.02,-0.25,-0.23,-1.42,-1.11,-999999,-999999,16.37,15.33,15.57,11.64,-999999,-999999,13.54,8.01,1.31,31.93,22.35,27.48,30.82,-999999,-999999,26.31,22.29,28.41,66.01,41.19,-999999,-999999,5.23,3.43,4.28,3.59,-999999,-999999,1.78
COSAN - CSAN3,7.15,124099000,65609460000,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição", -8161766000, 4884744000, 2820880000,-999999,-999999,2491493000,-7.65,7.58,7.15,2.90,3.97,-999999,-999999,-139.63,-86.43,5.22,5.69,-999999,-999999,-2.35,4.23,-5.90,-1.21,-1.62,33.02,27.17,-999999,-999999,26.33,-999999,-999999,20.74,13.31,-999999,-999999,1.69,1.40,1.72,1.55,-999999,-999999,0.00
NATURA - NTCO3,10.49,63558000,17466586000,Consumo não Cíclico,Produtos de Uso Pessoal, -8925895000, 2974510000, -2858620000,-999999,-999999,527897000,-0.55,2.03,1.71,-1.16,4.33,-999999,-999999,-53.93,-56.95,12.87,-12.80,-999999,-999999,-1.84,10.89,-5.87,-1.79,-1.98,7.88,-5.63,-999999,-999999,33.09,-999999,-999999,-999999,-999999,-999999,-999999,0.96,1.13,1.01,0.72,-999999,-999999,0.00
MRV - MRVE3,5.99,60050000,12200689000,Consumo Cíclico,Incorporações, -482097000, -18439000, -149341000,-999999,-999999,341746000,0.00,16.35,15.45,36.60,10.52,-999999,-999999,-11.55,-7.82,-0.44,-3.48,-999999,-999999,1.03,10.65,-1.23,-4.87,-5.94,-211.99,-21.12,-999999,-999999,35.70,-999999,-999999,-999999,-999999,-999999,-999999,0.56,0.46,0.94,0.73,-999999,-999999,0.00
ALPARGATAS - ALPA4,9.27,17257000,6020289000,Consumo Cíclico,Calçados, 107397000, -1867484000, 108543000,-999999,-999999,143478000,35.51,-0.55,-0.24,-0.45,2.48,-999999,-999999,4.83,2.68,-50.09,2.11,-999999,-999999,2.17,5.93,0.29,32.38,40.23,-3.70,84.81,-999999,-999999,41.96,8.99,-16.17,-999999,-20.90,-999999,-999999,1.56,1.08,1.85,1.79,-999999,-999999,1.16
